UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
#Hambi bleibt,@DanniPilger,2020-04-08T10:05:48.000Z,"https://youtube.com/playlist?list=PLzFYjJINUTzllQH64ypelovZlTj44U5dN… 8.4.19 
@FFF_Muenster
 Streik #münster #FridaysForFuture #nrw #COVID19 #coronavirusdeutschland #ZuhauseBleiben 
@EndeMunster","8.3.19 Fridays for Future Münster
youtube.com",,,2,,['https://pbs.twimg.com/card_img/1397842125975396353/qPWBJYqT?format=jpg&name=240x240'],https://twitter.com/DanniPilger/status/1247827979830517761
Murdock09,@Dodo1084,2020-04-09T21:36:52.000Z,"Alles steht im Zeichen von #Covid19, die ganze Welt steht still. Die ganze Welt? Nein! Ein kleines gallisches Dorf leistet Widerstand.

#autokino
#wirbleibenimauto",,,,,10,['https://pbs.twimg.com/media/EVMUsQZWAAEfEPQ?format=jpg&name=small'],https://twitter.com/Dodo1084/status/1248364281172824071
Joas Scholz,@JoasScholz,2020-04-09T10:40:16.000Z,"Es ist wie immer in Krisen

Wir Engagierten setzen uns noch mehr ein

Arschlöcher kaufen unnötig viel Klopapier, erschleichen sich Hilfsmittel, auf die andere überlebenswichtig angewiesen sind etc.

Wir lernen
SOLIDARITÄT oder THE END

#COVID #ClimateEmergency",,,1,2,1,"['https://pbs.twimg.com/media/EVJ-WoEU8AApklx?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EVJ-WoxUcAE2VsZ?format=jpg&name=small', 'https://pbs.twimg.com/media/EVJ-WoiU8AEQyF1?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EVJ-Wt_UEAETVhx?format=jpg&name=360x360']",https://twitter.com/JoasScholz/status/1248199039654428673
Wolfgang Große Entrup,@GrosseEntrupVCI,2020-04-09T10:49:37.000Z,"Versprochen - gehalten! Plattform in Rekordtempo dank breiter Unterstützung errichtet. DANKE  Bereits jetzt grosse Mengen vermittelt. 
@chemieverband
 @jensspahn
 @BMG_Bund
 @Der_BDI
 #Covid_19 #Coronasoforthilfe","VCI
@chemieverband
 · 9. Apr. 2020
Unsere Plattform „Notversorgung Desinfektionsmittel"" bringt Krankenhäuser, Pflegeeinrichtungen u. Arztpraxen mit Desinfektionsmittel-Anbietern zusammen, um akute Engpässe zu beheben. Andere Nutzer können sich nicht registrieren. Zur Plattform: https://notfalldesinfektion.vci.de #Coronakrise
Diesen Thread anzeigen",🙏,1,2,18,"['https://pbs.twimg.com/profile_images/1370381784534376450/VNuV1XQp_mini.jpg', 'https://pbs.twimg.com/media/EVJjh_UVAAAfSCR?format=jpg&name=small']",https://twitter.com/GrosseEntrupVCI/status/1248201396236816387
Chris,@cs50935,2020-04-09T08:10:14.000Z,"Taxifahrer haben es in diesen Zeiten auch nicht leicht...
No easy times for Taxidrivers these days...
.
.
.
#taxi #taxirufköln #mytaxi #taxidriver #mietwagen #stayhome #covid #covid19 #corona #warten #waiting #koeln… https://instagram.com/p/B-wL08VKjWW/?igshid=j8vpvvo1lj16…",,,1,,1,[],https://twitter.com/cs50935/status/1248161282047557632
Oliver Neuroth,@ONeuroth,2020-04-09T17:10:11.000Z,"Bisher hatte #Portugal es geschafft, die Zahl der Infizierten auf einem niedrigen Niveau zu halten. Nun steigt sie sprunghaft hat. Der Grund: Die Behörden führen mehr Tests durch. #Coronavirus #Covid19","Aktuelle Nachrichten - Inland Ausland Wirtschaft Kultur Sport - ARD Tagesschau
tagesschau.de",,4,1,3,['https://pbs.twimg.com/card_img/1395480911081185280/xOG4Glan?format=png&name=small'],https://twitter.com/ONeuroth/status/1248297168659718147
OLAMIREWAJU AYODELE-YUSUF ISIDACHOME,,2020-04-09T20:40:24.000Z,"Summer ...73.2 kg to 65.2kg. Yeah, ain’t cool but I love it  

Covid-19 got no space here  @ Cologne, Germany https://instagram.com/p/B-xhvmII7xp/?igshid=4ikxtmn88gkg…",,🛫 🛬 ☀ 👌 💪,,,,[],https://twitter.com/Olamirewaju22/status/1248350068815650816
Arunava Chaudhuri | arunfoot,@Arunfoot,2020-04-09T23:10:58.000Z,"I am happy to play my part in KochenFuerHelden - #CookingForHeroes in #Remscheid be it coordinating, #cooking & distributing #food to our everyday #Heroes. 

#MeinRemscheid #MyRemscheid #coronavirus #covid_19… https://instagram.com/p/B-xy-bgl3LD/?igshid=ez7pi2xaik91…",,,,,,[],https://twitter.com/Arunfoot/status/1248387960640163840
Wolfgang Große Entrup,@GrosseEntrupVCI,2020-04-10T17:16:15.000Z,"Ups? Verlaufen oder doch die A3...Deutschlands meistbefahrenstes Autobahnstück? #StayAtHome  #FitForRestart #ostern2020 #COVID19 
@chemieverband",,,,1,21,['https://pbs.twimg.com/media/EVQioVxX0AEnWyG?format=jpg&name=small'],https://twitter.com/GrosseEntrupVCI/status/1248661080215302144
Andreas Schreiber,@onyame,2020-04-10T09:51:28.000Z,Singapore released the source code of their #TraceTogether contact tracing app under #OpenSource license GPL-3 as #OpenTrace: https://github.com/opentrace-community… #Covid19 #COVIDー19 #privacy,"OpenTrace
OpenTrace is the reference implementation of BlueTrace, a privacy-preserving protocol for epidemiological contact tracing to fight COVID-19 - OpenTrace
github.com",,1,4,5,['https://pbs.twimg.com/card_img/1394787148453187585/wYlwTWXx?format=png&name=360x360'],https://twitter.com/onyame/status/1248549146350555137
Robert,@queerdenkersach,2020-04-10T17:17:31.000Z,"#Birthday #birthdayvibes #corona #covid_19 #luckymen 
#thankful #greatfriends #flattenthecurve #socialdistancing 

.
.
.
#spreadlove #selflove #gaycologne #cologne #gaysofinstagram #gaystagram #homeiswherethedomis… https://instagram.com/p/B-zvUSKIv-y/?igshid=wpfo0dhvbjc4…",,,,,,[],https://twitter.com/queerdenkersach/status/1248661398282031105
Georgios Matis,@GeorgiosMatis,2020-04-10T13:45:43.000Z,"#COVID19de #COVIDー19 #COVID19deutschland #COVID19 #Uniklinik #Köln 
@UKKoeln
 @UniCologne
 @koeln_de
 @ksta_koeln
 @KoelnischeR
 @radiokoeln
 @WDRaktuell
 @GSB_NRW
 @AU_de
 @BILD_Koeln
 @express24
 @koelnnews
 @UniCologneNY
 @CityNEWS_Koeln",,,,1,1,['https://pbs.twimg.com/media/EVPycCTUEAA3g9j?format=jpg&name=small'],https://twitter.com/GeorgiosMatis/status/1248608097192435722
kerstin soederblom,@KSoederblom,2020-04-11T15:54:06.000Z,#karsamstag vor #COVID__19 trotzdem poste ich nochmal meine #Gedanken dazu. Es passt immer noch...,"Karsamstag - Kerstin Söderblom
Karsamstag. Eine komplizierte Angelegenheit. Gedanken dazu von mir in einem Gedicht.
kerstin-soederblom.de",,,,,[],https://twitter.com/KSoederblom/status/1249002794981494786
Andreas O. Kleutgens,@kleutgens,2020-04-11T09:48:45.000Z,Covid 19: Apple und Google arbeiten gemeinsam an Bluetooth-Tracking-Lösung,"KLEUTGENS.IT | Covid 19: Apple und Google arbeiten gemeinsam an Bluetooth-Tracking-Lösung -...
Quelle: T3N, 11.04.2020 Apple und Google wollen als Anbieter der beiden führenden Smartphone-Plattformen weltweit die Entwicklung von Apps zur Nachverfolgung von Corona-Infektionen erleichtern. Sie...
kleutgens.it",,,,,[],https://twitter.com/kleutgens/status/1248910851697934337
E.T.,@et_fullhd,2020-04-11T19:34:14.000Z,"Warteschlange bestehend aus Rettungswägen in Moskau. Der Fahrer sagt, dass er 9 Stunden gewartet hat bis er die erkrante Person in der Aufnahme abgegeben hat.
#corona, #COVID19","Alexey Navalny
@navalny
 · 11. Apr. 2020
Посмотрите видео, снятое из машины ""Скорой помощи"" и у вас больше не будет вопросов на тему ""почему мы видим ролики с гигантскими очередями скорых перед больницами"".
Чтобы сдать больного нужно прождать 9 часов.",,1,,,"['https://pbs.twimg.com/profile_images/980761782909272064/h-qrVrmY_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1248998876868153345/pu/img/ZQRlYgCkW9FYwaB1.jpg']",https://twitter.com/et_fullhd/status/1249058194393042944
Christian Frank,@chfrank_cgn,2020-04-11T18:33:06.000Z,"Die Corona-Pandemie ist ""eine Prüfung unserer Menschlichkeit"" - gute Rede unseres Bundespräsidenten und ein Aufruf zu Solidarität in Europa und der Welt! #LeaveNoOneBehind
https://tagesschau.de/inland/steinmeier-ansprache-corona-101.html… #Covid_19 #coronavirus #CoronaVirusDE #wirhabenplatz #caritas","Aktuelle Nachrichten - Inland Ausland Wirtschaft Kultur Sport - ARD Tagesschau
tagesschau.de",,,,1,['https://pbs.twimg.com/card_img/1393886666692206593/I63lVDvN?format=png&name=small'],https://twitter.com/chfrank_cgn/status/1249042811007258625
"Lars Wojtecki, MD, PhD",@wojla,2020-04-11T09:22:00.000Z,Today is World Parkinson‘s Day. The red tulip is the symbol of the fight against Parkinson‘s. We stay united in research and patient care. In times of COVID-19 we take special care for our elderly and patients-at-risk with Parkinson‘s.,,,,,,['https://pbs.twimg.com/media/EVT_rNdWoAA0cL_?format=jpg&name=900x900'],https://twitter.com/wojla/status/1248904120347525121
Andreas Schreiber,@onyame,2020-04-11T22:09:55.000Z,"The mathematian John Horton Conway died because of #Covid19 . He was famous for his cellular automata Game of Life. Read this 
@QuantaMagazine
 article about his life and work: https://quantamagazine.org/john-conways-life-in-games-20150828/… #COVIDー19 #JohnConway #GameOfLife",GIF,😞,2,8,9,['https://pbs.twimg.com/tweet_video_thumb/EVWvbE4WAAIydWA.jpg'],https://twitter.com/onyame/status/1249097373386711048
Emek Ersoysal,@EmekErsoysal,2020-04-11T10:55:18.000Z,"Herkese lazim olan dezinfekte jeli simdi satışta
#covid_19 #coronavirus #corona #coranakrise #temizlik #hijyen #new #neu #shopping",,,,,,['https://pbs.twimg.com/media/EVUVCB3WoAIbjQX?format=jpg&name=small'],https://twitter.com/EmekErsoysal/status/1248927602112434177
Pedro Biedma,@pbiedma,2020-04-11T11:10:15.000Z,"#NeuesProfilfoto

  Cambio mi avatar a #luto: Por las víctimas del #Covid_19 y en apoyo al dolor roto de miles de familias.

No estáis solos.",,🕯 🌹,,,1,['https://pbs.twimg.com/media/EVUYctwX0AAqYBW?format=jpg&name=360x360'],https://twitter.com/pbiedma/status/1248931362125602817
Exil1904er,@Exil1904er,2020-04-12T10:16:21.000Z,Was ist eigentlich wenn es irgendwann einen #Impfstoff gegen #Corona gibt und die Impfgegner wieder aus den Löchern kommen? #COVID19,,,2,1,6,[],https://twitter.com/Exil1904er/status/1249280184395718658
Thomas Hintzen,@TMHintzen,2020-04-12T12:00:55.000Z,"Diese ""Wir alten Millionäre bleiben zuhause""-Sache könnte fast das Dämlichste sein, was die Bild je verzapft hat. Und man weiß, da kommt ja einiges zusammen. #COVID19",,,,1,5,[],https://twitter.com/TMHintzen/status/1249306501241602048
Heiko Schomberg,@schomberg,2020-04-12T17:28:27.000Z,Dank #COVID19 sehe ich aus wie Geordi La Forge.,"Eicke
@eickefrohwein
 · 12. Apr. 2020
Osterbrunch 2.0
(die Balken sind voll echt)",,1,,3,"['https://pbs.twimg.com/profile_images/1397203469514285059/IFZIkJVF_mini.jpg', 'https://pbs.twimg.com/media/EVawv-hXkAEgf8v?format=jpg&name=small']",https://twitter.com/schomberg/status/1249388928571969536
Latenightblock,@Latenightblock,2020-04-12T12:14:55.000Z,"Covid 19 Deutschrap, welcher Song fehlt noch?","Covid 19 Deutschrap - 
open.spotify.com",,1,,,[],https://twitter.com/Latenightblock/status/1249310024842784769
kerstin soederblom,@KSoederblom,2020-04-12T17:18:12.000Z,"Fröhliche #Ostern Happy#Easter! In spite of #covid19 #corona #Easter means #hope and #trust that #together we can make it! #solidarity #mindulness @ Cologne, Germany https://instagram.com/p/B-44_nEAXEw/?igshid=1oxi1obyfjd7s…",,,,,2,[],https://twitter.com/KSoederblom/status/1249386349200920576
Dawn River,@DawnRiver,2020-04-12T06:56:06.000Z,"Join us for this essential international conversation - Social Work Interventions for Social Change in a time of Covid-19. Over 1000 social work practitioners, academics and service users attended the last international conversation hosted by SWAN 
@SocialWorkUoB
 @SocialWorkersWB","SWAN
@SWANsocialwork
 · 11. Apr. 2020
Please join us on the Social Work Future facebook, live Thursday 16th April. A huge international gathering.",,1,6,5,"['https://pbs.twimg.com/profile_images/1280258040097378304/OwaPbt8t_mini.jpg', 'https://pbs.twimg.com/media/EVUHOs9X0AEGO5Y?format=png&name=small']",https://twitter.com/DawnRiver/status/1249229791364030464
Einfach nur Phil,@nennmichPhil,2020-04-13T15:58:31.000Z,"Anfang März habe ich meine Freundin das letzte mal gesehen. Danach grippaler Infekt, jetzt #COVID19 Beschränkungen.
Haben uns grade kurz getroffen.
Abstand. Am Ende kurz sowas wie umarmt.
Es tut weh. Und ich bin einer von ganz vielen Menschen die im Gesundheitswesen arbeiten (1)",,,3,1,17,[],https://twitter.com/nennmichPhil/status/1249728684883394561
Videoleben,@videoleben,2020-04-13T14:54:06.000Z,"Selbstgemacht - #Maske aus einem Kaffeefilter - besser als gar keine #Atemschutzmaske
https://youtu.be/5pDZMfVnVZg
#Corona #coronavirusdeutschland #coronavirus #CoronaVirusUpdate #CoronaVirusDE #Outbreak #CoronaOutbreak #Covid19 #Videoleben #Hamsterkäufe #Mundschutz #Maskenpflicht",,,,3,6,['https://pbs.twimg.com/media/EVfe3LrXgAA_q0u?format=jpg&name=360x360'],https://twitter.com/videoleben/status/1249712472271003648
Heiko Schomberg,@schomberg,2020-04-13T08:16:08.000Z,"Ich bin mittlerweile fast sicher, dass ich in diesem Jahr kein Fußballspiel mehr live im Stadion sehen werde. 

#COVID19",,,4,,7,[],https://twitter.com/schomberg/status/1249612322047492098
Shiv Ranjan,@ShivRanjanIND,2020-04-13T07:07:51.000Z,"#IndiaFightsCorona
Empowered group to tackle COVID-19
via NaMo App",,,,,,['https://pbs.twimg.com/media/EVd0JkVXQAAisol?format=jpg&name=small'],https://twitter.com/ShivRanjanIND/status/1249595135400304642
Shiv Ranjan,@ShivRanjanIND,2020-04-13T07:07:45.000Z,"#IndiaFightsCorona
COVID-19 emergency preparedness package 
via NaMo App",,,,,,['https://pbs.twimg.com/media/EVd0IGPXgAIImAN?format=jpg&name=small'],https://twitter.com/ShivRanjanIND/status/1249595109060087809
Shiv Ranjan,@ShivRanjanIND,2020-04-13T07:08:11.000Z,"#IndiaFightsCorona
Welfare schemes- A pleasant gift amidst COVID-19
https://youtube.com/watch?v=XO9FN4Ahw5Y…
via NaMo App",,,,,,[],https://twitter.com/ShivRanjanIND/status/1249595221773619202
gese.the.real,@gese_the_real,2020-04-13T13:00:10.000Z,best way to kill time during covid19-phase #COVID2019 #fitness #workout #HomeGym #splittraining #blackroll #sports #Training #stayhealthy #stayhome,"Diese Medien enthalten möglicherweise sensible Inhalte. Einstellungen ändern
Anzeigen",,,,,[],https://twitter.com/gese_the_real/status/1249683797953609728
Christian Frank,@chfrank_cgn,2020-04-13T21:00:52.000Z,This can and should be a moment when the world realizes that the risks associated with fossil fuels truly are a matter of life and death: https://amp.cnn.com/cnn/2020/04/13/opinions/covid-19-climate-change-air-pollution-sutter/index.html?__twitter_impression=true… #FridaysForFuture #ClimateEmergency #COVID19 #DigitalStrike,"Opinion: What does air pollution have to do with Covid-19?
John D. Sutter writes that of all the risks talked about during the global coronavirus pandemic, air pollution is one not getting the attention it deserves. A preliminary study found overlap between...
amp.cnn.com",,,1,1,[],https://twitter.com/chfrank_cgn/status/1249804771705401346
aboutlastyear,@aboutlastyear,2020-04-14T20:56:16.000Z,"Nach langer Zeit- endlich wieder
#blutspenden
#COVID19 ist ein guter Grund wieder mehr an seine Mitmenschen zu denken. 
450ml- bestens investiert. 
@UKKoeln
, danke an die wunderbare Betreuung
#SharingIsCaring
#spenden #lebenretten",,,,,3,[],https://twitter.com/aboutlastyear/status/1250166001511079938
#Hambi bleibt,@DanniPilger,2020-04-14T09:20:59.000Z,https://youtube.com/playlist?list=PLzFYjJINUTznFu9uVKrujXt2uXyjWAjdS… 14.4.19 da wegen #COVID19 alles abgesagt ist gibt es alte Videos von mir #ZuhauseBleiben #hambacherwald #alledörferbleiben #AnimalCrossingNewHorizons #fckrwe #CoronaLockdown,"Waldspaziergang Hambacher Wald 14.4.19
youtube.com",,,2,2,['https://pbs.twimg.com/card_img/1396196476259344387/pj3RBmkE?format=jpg&name=240x240'],https://twitter.com/DanniPilger/status/1249991028800618497
Oliver Stolz,@Stolz_Ohligs,2020-04-14T21:00:55.000Z,"Nun ist es an der Zeit, verantwortungsvoll wieder zu starten. Was wir aber sicher nicht brauchen, ist eine #Maskenpflicht. Ein Staat, der seine Bürger nicht ausreichend versorgen kann, kann deren Nutzung auch nicht verlangen. #maskeauf #CoronaVirusDE #COVID19 #lockdown ",,⚓ 🦠,1,,1,[],https://twitter.com/Stolz_Ohligs/status/1250167174150459394
Muhsin Ibrahim,@muhsin234,2020-04-14T22:21:18.000Z,"The racial discrimination towards African people in China is perplexing as it's deplorable. For God's sake, COVID-19 started there. If anyone deserves to be discriminated against due to the coronavirus pandemic are Chinese people. #SayNoToRacism",,,2,10,27,[],https://twitter.com/muhsin234/status/1250187401202466819
gese.the.real,@gese_the_real,2020-04-14T21:01:41.000Z,Lets hope.... #Coronakrise #COVID19 #CoronaVirusDE #Corona #COVID2019 #CoronavirusPandemic,"Olaf Gersemann
@OlafGersemann
 · 14. Apr. 2020
Italy has flattened the curve, too! 

Der Zuwachs der AKTIVEN #Coronavirus-Fälle steigt um 675, meldet der Zivilschutz. Das ist der geringste tägliche Zuwachs seit mehr als einem Monat. 

@welt",🙏 🙏,,,,"['https://pbs.twimg.com/profile_images/1132026332437778434/G-xmWu5B_mini.jpg', 'https://pbs.twimg.com/media/EVlP2b0XgAE7FB5?format=jpg&name=small']",https://twitter.com/gese_the_real/status/1250167364588572675
Prof. Dr. med. C. A. Schneider,@kardiokoeln,2020-04-14T04:42:34.000Z,"Endlich aufhören! 
COVID-19 and other respiratory infections, health experts are confident that vaping will not only increase your risk of developing coronavirus complications, but will up your chances of spreading it to others as well. https://huffpost.com/entry/vaping-and-coronavirus-symptoms-complications_l_5e94649cc5b6765e95646a6f?utm_campaign=share_twitter&ncid=engmodushpmg00000004… # via 
@HuffPostLife","The Scary Relationship Between Vaping And Coronavirus
Health experts say vaping can increase the risk of developing COVID-19 complications and spreading the virus to others.
huffpost.com",,,,,['https://pbs.twimg.com/card_img/1396444905837408256/zLwhcsPt?format=jpg&name=small'],https://twitter.com/kardiokoeln/status/1249920961635368960
UN Bonn,@UNBonn,2020-04-14T08:22:52.000Z,"The #COVID19 #pandemic affects everyone, everywhere. ⁠
⁠But it affects different groups of people differently, deepening existing #inequalities.⁠
⁠
Gender #equality and #WomensRights are essential to getting through this pandemic and to building a better future for everyone.","2:19
98 Mal angezeigt",,1,1,5,[],https://twitter.com/UNBonn/status/1249976403380056064
